# time(ps)   RMSD(Ang)   MSD(Ang^2)
3.519999999999999796e-01 2.510879944102257788e+00 6.304518093694956526e+00
3.529999999999999805e-01 2.513894021998019479e+00 6.319663153837379532e+00
3.539999999999999813e-01 2.500557413519031602e+00 6.252787378304989652e+00
3.549999999999999822e-01 2.488274327469946368e+00 6.191509128746012891e+00
3.559999999999999831e-01 2.476873307974866378e+00 6.134901383758356808e+00
3.569999999999999840e-01 2.466246036580681977e+00 6.082369512949922452e+00
3.579999999999999849e-01 2.468240131572842611e+00 6.092209347106723349e+00
3.589999999999999858e-01 2.455409240933791093e+00 6.029034540463055869e+00
3.599999999999999867e-01 2.443476150579393824e+00 5.970575698450291569e+00
3.609999999999999876e-01 2.447730235608540195e+00 5.991383306312240364e+00
3.619999999999999885e-01 2.451545987662989035e+00 6.010077729626500442e+00
3.629999999999999893e-01 2.462967758717058864e+00 6.066210180479733260e+00
3.639999999999999902e-01 2.451672021081378272e+00 6.010695698953250954e+00
3.649999999999999911e-01 2.438177675190268623e+00 5.944710375796223190e+00
3.659999999999999920e-01 2.431619895735176229e+00 5.912775317335150049e+00
3.669999999999999929e-01 2.421502240395761785e+00 5.863673100241692637e+00
3.679999999999999938e-01 2.420459291180911521e+00 5.858623180264000752e+00
3.689999999999999947e-01 2.408108972499964917e+00 5.798988823434836348e+00
3.699999999999999956e-01 2.397217369808201770e+00 5.746651118110151835e+00
3.709999999999999964e-01 2.409119463443632370e+00 5.803856589142935896e+00
3.719999999999999973e-01 2.412576516314962838e+00 5.820525447074442305e+00
3.729999999999999982e-01 2.410358746896170690e+00 5.809829288738877828e+00
3.739999999999999991e-01 2.402204687566192653e+00 5.770587360964989365e+00
3.750000000000000000e-01 2.405897825957776348e+00 5.788344348948354146e+00
3.760000000000000009e-01 2.401925397786952132e+00 5.769245616534007581e+00
3.770000000000000018e-01 2.402530808385628713e+00 5.772154285242102389e+00
3.780000000000000027e-01 2.405932993515485840e+00 5.788513569286386051e+00
3.790000000000000036e-01 2.410173450518421134e+00 5.808936061583873212e+00
3.800000000000000044e-01 2.419825578547132761e+00 5.855555830590964739e+00
3.810000000000000053e-01 2.427066447857699316e+00 5.890651542316589939e+00
3.820000000000000062e-01 2.426066982330481014e+00 5.885801002754126543e+00
3.830000000000000071e-01 2.432525981072735544e+00 5.917182648593874106e+00
3.840000000000000080e-01 2.440916028747922351e+00 5.958071059398529101e+00
