# time(ps)   RMSD(Ang)   MSD(Ang^2)
2.929999999999999827e-01 2.940888626156721308e+00 8.648825911457967308e+00
2.939999999999999836e-01 2.943926451279994083e+00 8.666702950546019579e+00
2.949999999999999845e-01 3.037728010040050552e+00 9.227791462981885573e+00
2.959999999999999853e-01 3.068926553135333801e+00 9.418310188539122052e+00
2.969999999999999862e-01 3.062984795510115710e+00 9.381875857526145168e+00
2.979999999999999871e-01 3.093662676983752746e+00 9.570748758962277947e+00
2.989999999999999880e-01 3.114843499993627418e+00 9.702250029452551772e+00
2.999999999999999889e-01 3.228311022985808521e+00 1.042199206113167698e+01
3.009999999999999898e-01 3.197534735085029389e+00 1.022422838207528883e+01
3.019999999999999907e-01 3.268116791327213111e+00 1.068058736175487944e+01
3.029999999999999916e-01 3.183638998771377793e+00 1.013555727449802113e+01
3.039999999999999925e-01 3.184682761845615939e+00 1.014220429359662035e+01
3.049999999999999933e-01 3.234683115080611238e+00 1.046317485498760647e+01
3.059999999999999942e-01 3.213774537485003080e+00 1.032834677778694576e+01
3.069999999999999951e-01 3.292059320840602155e+00 1.083765457193348603e+01
3.079999999999999960e-01 3.222495636977087408e+00 1.038447813033636358e+01
3.089999999999999969e-01 3.294226354616381691e+00 1.085192727544913360e+01
3.099999999999999978e-01 3.146191270315723543e+00 9.898519509410865780e+00
3.109999999999999987e-01 3.174496498326419669e+00 1.007742801788670128e+01
3.119999999999999996e-01 3.112108354216089445e+00 9.685218408381576438e+00
3.130000000000000004e-01 3.102506328108328493e+00 9.625545515952223852e+00
3.140000000000000013e-01 3.117992336791677754e+00 9.721876212291627795e+00
3.150000000000000022e-01 3.039579119246305083e+00 9.239041222158142830e+00
3.160000000000000031e-01 3.050345166676093900e+00 9.304605635864207969e+00
3.170000000000000040e-01 2.955301041879856427e+00 8.733804248136165072e+00
3.180000000000000049e-01 2.978533501150083307e+00 8.871661817473372125e+00
3.190000000000000058e-01 2.883552603029146510e+00 8.314875614436166629e+00
3.200000000000000067e-01 2.927514068354207577e+00 8.570338620411803277e+00
3.210000000000000075e-01 2.834037904091259996e+00 8.031770841825982998e+00
3.220000000000000084e-01 2.821527029931790498e+00 7.961014780635710331e+00
3.230000000000000093e-01 2.902804305298755327e+00 8.426272834860990102e+00
3.240000000000000102e-01 2.907395693601743325e+00 8.452949719173961540e+00
3.250000000000000111e-01 3.016571262344994508e+00 9.099702180805673279e+00
3.260000000000000120e-01 3.036788341590156204e+00 9.222083431617891236e+00
3.270000000000000129e-01 3.071525622151361823e+00 9.434269647532309122e+00
3.280000000000000138e-01 3.105482162526761236e+00 9.644019461771890178e+00
3.290000000000000147e-01 3.114437927626467317e+00 9.699723605038245822e+00
3.300000000000000155e-01 3.187310894365726455e+00 1.015895073734244747e+01
3.310000000000000164e-01 3.166940459267484353e+00 1.002951187254534382e+01
3.320000000000000173e-01 3.196166757524384838e+00 1.021548194190393843e+01
3.330000000000000182e-01 3.170507688286199333e+00 1.005211900148189841e+01
3.340000000000000191e-01 3.167896503898120386e+00 1.003556825940993313e+01
3.350000000000000200e-01 3.189018871767078434e+00 1.016984136448657061e+01
3.360000000000000209e-01 3.256088833697491580e+00 1.060211449292949126e+01
3.370000000000000218e-01 3.329507551768544182e+00 1.108562053728376462e+01
3.380000000000000226e-01 3.306085162582885317e+00 1.093019910225070213e+01
3.390000000000000235e-01 3.304844462640452729e+00 1.092199692224526153e+01
3.400000000000000244e-01 3.196143183387416098e+00 1.021533124871384501e+01
3.410000000000000253e-01 3.200055832192325589e+00 1.024035732914811803e+01
3.420000000000000262e-01 3.241700080928538785e+00 1.050861941469209526e+01
3.430000000000000271e-01 3.152456989856259995e+00 9.937985072893591010e+00
3.440000000000000280e-01 3.129791947505633942e+00 9.795597634671109333e+00
3.450000000000000289e-01 3.146507725199032990e+00 9.900510864737192662e+00
