# time(ps)   RMSD(Ang)   MSD(Ang^2)
3.709999999999999964e-01 2.497802344281152997e+00 6.239016551096423946e+00
3.719999999999999973e-01 2.502712456293218146e+00 6.263569638885233104e+00
3.729999999999999982e-01 2.485752302149796034e+00 6.178964507643011750e+00
3.739999999999999991e-01 2.512122165389534256e+00 6.310757773841403129e+00
3.750000000000000000e-01 2.530756871711066225e+00 6.404730343712781604e+00
3.760000000000000009e-01 2.553381289726492920e+00 6.519756010725328288e+00
3.770000000000000018e-01 2.530563238957381778e+00 6.403750306362475442e+00
3.780000000000000027e-01 2.521417611092336308e+00 6.357546769526583041e+00
3.790000000000000036e-01 2.595261566649472940e+00 6.735382599327877529e+00
3.800000000000000044e-01 2.574462812586066018e+00 6.627858773388557445e+00
3.810000000000000053e-01 2.670523116501331895e+00 7.131693715767987385e+00
3.820000000000000062e-01 2.686963840917020008e+00 7.219774682395545540e+00
3.830000000000000071e-01 2.705929137638794835e+00 7.322052497922631353e+00
