# time(ps)   RMSD(Ang)   MSD(Ang^2)
2.889999999999999791e-01 2.585590485407574857e+00 6.685278158230178569e+00
2.899999999999999800e-01 2.578609895877907121e+00 6.649228995119470298e+00
2.909999999999999809e-01 2.575801991232940402e+00 6.634755898039580657e+00
2.919999999999999818e-01 2.578777099282214103e+00 6.650091327782390316e+00
2.929999999999999827e-01 2.571244849240258201e+00 6.611300074744558941e+00
2.939999999999999836e-01 2.565749887879121172e+00 6.583072487151722108e+00
2.949999999999999845e-01 2.567940842864051554e+00 6.594320172449336326e+00
2.959999999999999853e-01 2.565871558699866828e+00 6.583696855744884502e+00
2.969999999999999862e-01 2.568947361536884078e+00 6.599490546347317910e+00
2.979999999999999871e-01 2.563663012698239818e+00 6.572368042677015687e+00
2.989999999999999880e-01 2.560558293372182437e+00 6.556458773757063874e+00
2.999999999999999889e-01 2.555575635661679446e+00 6.530966829587597111e+00
3.009999999999999898e-01 2.547251746119929994e+00 6.488491458111033339e+00
3.019999999999999907e-01 2.549720708965624638e+00 6.501075693728168403e+00
3.029999999999999916e-01 2.547742182315647419e+00 6.490990227550497593e+00
3.039999999999999925e-01 2.551611981442864163e+00 6.510723703842780097e+00
3.049999999999999933e-01 2.549457877195526745e+00 6.499735467594322635e+00
3.059999999999999942e-01 2.535663213131987170e+00 6.429587930430832543e+00
3.069999999999999951e-01 2.525554722414323994e+00 6.378426655909294141e+00
3.079999999999999960e-01 2.513690463615326998e+00 6.318639746870636564e+00
3.089999999999999969e-01 2.508336145387072946e+00 6.291750218255278249e+00
3.099999999999999978e-01 2.504621625575357502e+00 6.273129487299747176e+00
3.109999999999999987e-01 2.503288575366505508e+00 6.266453691560467831e+00
3.119999999999999996e-01 2.487942962457028173e+00 6.189860184439454294e+00
3.130000000000000004e-01 2.484837336337255564e+00 6.174416588055626320e+00
3.140000000000000013e-01 2.490538292162500333e+00 6.202780984727704450e+00
3.150000000000000022e-01 2.497525108495917134e+00 6.237631667567542948e+00
3.160000000000000031e-01 2.502223447023360858e+00 6.261122178833469221e+00
3.170000000000000040e-01 2.497088736642183449e+00 6.235452158665256484e+00
3.180000000000000049e-01 2.494915036237316919e+00 6.224601038043052981e+00
3.190000000000000058e-01 2.492218573636213907e+00 6.211153418777325186e+00
3.200000000000000067e-01 2.494012602115413202e+00 6.220098859510494016e+00
3.210000000000000075e-01 2.491024987545224612e+00 6.205205488574685901e+00
3.220000000000000084e-01 2.493884664907089377e+00 6.219460721858744989e+00
3.230000000000000093e-01 2.490117429671351967e+00 6.200684813553060337e+00
3.240000000000000102e-01 2.490887766467919207e+00 6.204521865139538406e+00
3.250000000000000111e-01 2.503258079767376465e+00 6.266301013920652530e+00
3.260000000000000120e-01 2.501166751968109114e+00 6.255835121150701283e+00
3.270000000000000129e-01 2.500107581369259702e+00 6.250537918420049799e+00
3.280000000000000138e-01 2.501780975842950561e+00 6.258908051089705715e+00
3.290000000000000147e-01 2.496461541506314941e+00 6.232320228220086911e+00
3.300000000000000155e-01 2.489053159050738984e+00 6.195385628580462267e+00
3.310000000000000164e-01 2.482294965618633054e+00 6.161788296335609871e+00
3.320000000000000173e-01 2.478643548768104665e+00 6.143673841849743411e+00
3.330000000000000182e-01 2.486352689874985700e+00 6.181949698448575781e+00
3.340000000000000191e-01 2.494667920437930064e+00 6.223368033262106636e+00
3.350000000000000200e-01 2.487238035162639527e+00 6.186353043559708276e+00
3.360000000000000209e-01 2.481813811043392715e+00 6.159399792685729125e+00
3.370000000000000218e-01 2.491650173997358220e+00 6.208320589581065363e+00
3.380000000000000226e-01 2.491651026664401858e+00 6.208324838677767410e+00
3.390000000000000235e-01 2.487264949467235198e+00 6.186486928848247580e+00
3.400000000000000244e-01 2.493143877163333411e+00 6.215766392237018323e+00
3.410000000000000253e-01 2.499759593068055175e+00 6.248798023135767821e+00
3.420000000000000262e-01 2.502799433186919664e+00 6.264005002760765883e+00
3.430000000000000271e-01 2.508089466204034057e+00 6.290512770483637439e+00
3.440000000000000280e-01 2.509818878863187663e+00 6.299190804698069357e+00
3.450000000000000289e-01 2.507760818257441127e+00 6.288864321587230855e+00
3.460000000000000298e-01 2.517610470535598388e+00 6.338362481350477751e+00
3.470000000000000306e-01 2.519246678791319027e+00 6.346603828601090846e+00
3.480000000000000315e-01 2.527755733577665698e+00 6.389549048634762585e+00
3.490000000000000324e-01 2.526741508530641944e+00 6.384422650931704801e+00
3.500000000000000333e-01 2.525001959269080221e+00 6.375634894312693923e+00
3.510000000000000342e-01 2.549548229005447197e+00 6.500196172024812036e+00
3.519999999999999796e-01 2.549123166272201590e+00 6.498028916825614232e+00
3.529999999999999805e-01 2.559468744827774422e+00 6.550880255750263004e+00
3.539999999999999813e-01 2.578669882608433550e+00 6.649538363471791946e+00
3.549999999999999822e-01 2.575741283236996360e+00 6.634443158171369426e+00
3.559999999999999831e-01 2.574917534965578181e+00 6.630200311873210239e+00
